KeyPointName,X,Y
0,0.5599044561386108,0.4382486343383789
0,0.5839356184005737,0.37039753794670105
0,0.5993351340293884,0.36576586961746216
0,0.6125749349594116,0.36139142513275146
0,0.5326868891716003,0.37643224000930786
0,0.5122641921043396,0.37702643871307373
0,0.4926323890686035,0.3770895004272461
0,0.6156090497970581,0.3665336072444916
0,0.4596114754676819,0.3827773928642273
0,0.5826400518417358,0.4836764335632324
0,0.5312411785125732,0.4801161587238312
0,0.6838080883026123,0.5804926753044128
0,0.38089120388031006,0.5921987295150757
0,0.7049993276596069,0.6116263270378113
0,0.3782711625099182,0.7253481149673462
0,0.6291041374206543,0.4412127137184143
0,0.4218362867832184,0.5155767798423767
0,0.6138173341751099,0.38665321469306946
0,0.4296179711818695,0.4682979881763458
0,0.5980991125106812,0.39302703738212585
0,0.4325229227542877,0.41314470767974854
0,0.5884565114974976,0.41687002778053284
0,0.45364895462989807,0.46642646193504333
0,0.6431801915168762,1.0277100801467896
0,0.4203267991542816,1.054181456565857
0,0.7039425373077393,1.7384849786758423
0,0.442922979593277,1.7184181213378906
0,0.6971868872642517,2.3997466564178467
0,0.4490530490875244,2.33982253074646
0,0.7083601355552673,2.499150514602661
0,0.45338258147239685,2.436605215072632
0,0.6072200536727905,2.575650691986084
0,0.46350812911987305,2.510542392730713
